         445153 function calls (440351 primitive calls) in 3.247 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       51    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:1624(__eq__)
        1    0.000    0.000    0.007    0.007 /usr/lib/python3.10/signal.py:1(<module>)
        1    0.000    0.000    0.009    0.009 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_headers.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:435(_mk_bitmap)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/zipfile.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:626(_find_new_)
        1    0.000    0.000    0.247    0.247 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection.py:105(_connect)
       55    0.000    0.000    0.000    0.000 {method 'isprintable' of 'str' objects}
       24    0.000    0.000    0.000    0.000 {built-in method _imp.is_builtin}
       21    0.000    0.000    0.001    0.000 /usr/lib/python3.10/sre_parse.py:97(closegroup)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1014(<listcomp>)
       26    0.000    0.000    0.000    0.000 /usr/lib/python3.10/abc.py:110(register)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:409(<listcomp>)
        9    0.000    0.000    0.001    0.000 /usr/lib/python3.10/contextlib.py:252(contextmanager)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:477(_get_iscased)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:81(_combine_flags)
       37    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:436(_field_assign)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
        1    0.000    0.000    1.155    1.155 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_transports/default.py:230(handle_request)
        1    0.000    0.000    0.003    0.003 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_connection.py:139(Connection)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1154(__subclasscheck__)
        1    0.000    0.000    0.192    0.192 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection.py:1(<module>)
        1    0.000    0.000    0.049    0.049 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_fileio.py:1(<module>)
        6    0.000    0.000    0.002    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:2512(__init__)
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:277(isfunction)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/importlib/abc.py:1(<module>)
       20    0.000    0.000    0.000    0.000 {built-in method _sre.compile}
        3    0.000    0.000    0.007    0.002 /usr/lib/python3.10/enum.py:536(_convert_)
        1    0.000    0.000    1.160    1.160 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:1001(_send_single_request)
        1    0.000    0.000    0.905    0.905 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:65(handle_request)
        3    0.000    0.000    0.000    0.000 {method 'sort' of 'list' objects}
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.10/collections/__init__.py:579(__missing__)
        1    0.000    0.000    0.003    0.003 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_writers.py:1(<module>)
        7    0.000    0.000    0.001    0.000 {method 'decode' of 'bytearray' objects}
        1    0.000    0.000    0.009    0.009 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/exceptiongroup/__init__.py:1(<module>)
       42    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
       15    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_util.py:108(__new__)
       42    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:800(singledispatch)
        1    0.000    0.000    0.059    0.059 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:1(<module>)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:508(_init_param)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7a76b41ac940}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/http_proxy.py:1(<module>)
        1    0.000    0.000    0.929    0.929 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/__init__.py:122(__init__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:444(urlsplit)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urlparse.py:497(quote)
        1    0.000    0.000    0.004    0.004 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/streams/tls.py:1(<module>)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:569(_check_for_existing_members)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2699(kind)
       24    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1234(<genexpr>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http_proxy.py:1(<module>)
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:810(<genexpr>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:591(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/importlib/util.py:1(<module>)
       14    0.000    0.000    0.002    0.000 /usr/lib/python3.10/dataclasses.py:623(_cmp_fn)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:345(__init__)
        1    0.000    0.000    0.005    0.005 /usr/lib/python3.10/importlib/resources.py:1(<module>)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:559(<lambda>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:260(<listcomp>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1333(<genexpr>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:356(_escape)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:2018(overload)
       37    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       28    0.000    0.000    0.000    0.000 {method 'endswith' of 'bytearray' objects}
        1    0.000    0.000    0.009    0.009 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_eventloop.py:1(<module>)
        6    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:2360(Unpack)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       36    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:2529(__eq__)
        9    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_connection.py:308(_get_io_object)
       24    0.000    0.000    0.002    0.000 /usr/lib/python3.10/dataclasses.py:1156(dataclass)
        1    0.000    0.000    1.154    1.154 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:199(handle_request)
        1    0.000    0.000    1.153    1.153 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection.py:69(handle_request)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
        1    0.000    0.000    0.012    0.012 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_eventloop.py:1(<module>)
        1    0.000    0.000    0.004    0.004 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/streams/stapled.py:1(<module>)
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/http11.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1985(_signature_is_builtin)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:259(getwhile)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_exceptions.py:1(<module>)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:437(<listcomp>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_fileio.py:215(Path)
        8    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:293(<listcomp>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:73(_parseparam)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:547(<dictcomp>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1040(<listcomp>)
        1    0.000    0.000    0.004    0.004 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/connection.py:1(<module>)
       20    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:76(__init__)
        1    0.000    0.000    0.197    0.197 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/__init__.py:1(<module>)
       30    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:669(__hash__)
        1    0.000    0.000    0.004    0.004 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/exceptiongroup/_formatting.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:993(__instancecheck__)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1208(__getitem_inner__)
        1    0.000    0.000    0.010    0.010 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/__init__.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:2071(getLogger)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:409(__subclasshook__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/subprocess.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_headers.py:205(get_comma_header)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:842(_hash_add)
      7/3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1088(__repr__)
        8    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:595(__init__)
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_subprocesses.py:1(<module>)
        1    0.000    0.000    0.022    0.022 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_exceptions.py:1(<module>)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:219(_acquireLock)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:326(__set_name__)
       19    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
       14    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isdir)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:2687(name)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1366(_fixupParents)
        1    0.000    0.000    0.003    0.003 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/lowlevel.py:1(<module>)
        1    0.000    0.000    0.066    0.066 /usr/lib/python3.10/ssl.py:741(create_default_context)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:396(<genexpr>)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:632(_is_wrapper)
        1    0.000    0.000    0.003    0.003 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_backends/sync.py:1(<module>)
        2    0.000    0.000    0.003    0.002 /usr/lib/python3.10/encodings/__init__.py:71(search_function)
        1    0.000    0.000    0.004    0.004 /usr/lib/python3.10/importlib/_common.py:1(<module>)
       24    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1043(<listcomp>)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.000    0.000 {method 'split' of 'bytearray' objects}
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:755(encode)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/functools.py:841(_is_valid_dispatch_type)
        1    0.000    0.000    0.116    0.116 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_synchronization.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_models.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/concurrent/futures/_base.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:270(_assign_requests_to_connections)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:2155(__init__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/cp1252.py:14(decode)
        1    0.000    0.000    0.010    0.010 /usr/lib/python3.10/textwrap.py:17(TextWrapper)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:1(<module>)
        8    0.000    0.000    0.003    0.000 /usr/lib/python3.10/inspect.py:2998(from_callable)
       28    0.000    0.000    0.000    0.000 {method 'add' of 'set' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:191(isclass)
        7    0.000    0.000    0.001    0.000 /usr/lib/python3.10/dataclasses.py:637(_hash_fn)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:380(__repr__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:99(_intenum_converter)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_async/connection_pool.py:1(<module>)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/exceptiongroup/_exceptions.py:1(<module>)
        1    0.000    0.000    0.028    0.028 /usr/lib/python3.10/socket.py:938(getaddrinfo)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:228(_releaseLock)
       18    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_receivebuffer.py:147(is_next_line_obviously_invalid_request_line)
        1    0.000    0.000    0.003    0.003 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:1249(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/os.py:675(__getitem__)
       19    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:302(decorator)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:189(__init__)
        1    0.000    0.000    0.105    0.105 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_backends/sync.py:144(start_tls)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_abnf.py:1(<module>)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1128(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:456(_generate_overlap_table)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:1997(_signature_is_functionlike)
        1    0.000    0.000    0.047    0.047 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/to_thread.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_events.py:82(__init__)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_tasks.py:1(<module>)
      7/3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1093(<listcomp>)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/pathlib.py:569(_parse_args)
        8    0.000    0.000    0.003    0.000 /usr/lib/python3.10/inspect.py:3252(signature)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:145(encode)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/abc/_tasks.py:1(<module>)
       11    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:203(<dictcomp>)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:346(__contains__)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:273(get_text)
        3    0.000    0.000    0.292    0.097 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:2013(find_all)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:47(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1875(<dictcomp>)
        1    0.000    0.000    0.288    0.288 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:639(__init__)
       13    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1884(<genexpr>)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/inspect.py:3014(replace)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        1    0.000    0.000    0.003    0.003 /usr/lib/python3.10/urllib/request.py:319(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/re.py:242(finditer)
        1    0.000    0.000    0.142    0.142 /usr/lib/python3.10/socket.py:808(create_connection)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:562(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/__init__.py:61(lookup)
        1    0.000    0.000    0.010    0.010 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_streams.py:1(<module>)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_connection.py:518(send_with_data_passthrough)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/connection_pool.py:409(close)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/typing_extensions.py:530(_caller)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:292(<listcomp>)
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_util.py:1(<module>)
        4    0.000    0.000    0.001    0.000 /usr/lib/python3.10/typing.py:1188(copy_with)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.10/dataclasses.py:1049(<listcomp>)
        1    0.000    0.000    0.002    0.002 /usr/lib/python3.10/http/cookiejar.py:1685(extract_cookies)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:284(_flatten_literal_params)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/weakref.py:368(__init__)
        1    0.000    0.000    0.200    0.200 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_api.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:220(__init__)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/request.py:401(add_header)
       15    0.000    0.000    0.000    0.000 {method 'index' of 'tuple' objects}
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:274(update)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:624(_get_params_preserve)
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_client.py:340(build_request)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:223(_check_generic)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_typedattr.py:36(TypedAttributeProvider)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1435(__init__)
        3    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_urls.py:77(__init__)
        1    0.000    0.000    0.286    0.286 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_transports/default.py:136(__init__)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/_state.py:249(ConnectionState)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:383(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/typing.py:2267(__new__)
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/exceptiongroup/_catch.py:1(<module>)
        7    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_models.py:195(raw)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:245(<genexpr>)
        1    0.000    0.000    2.023    2.023 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpx/_api.py:39(request)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:152(_send_request_body)
        1    0.000    0.000    0.056    0.056 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/h11/__init__.py:1(<module>)
        3    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_models.py:53(enforce_headers)
        1    0.000    0.000    0.903    0.903 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/httpcore/_sync/http11.py:170(_receive_response_headers)
       16    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/anyio/_core/_typedattr.py:13(typed_attribute)
