         371992 function calls (369258 primitive calls) in 3.109 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.003    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:204(get_netrc_auth)
       10    0.000    0.000    0.002    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/structures.py:40(__init__)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:577(__init__)
       35    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/structures.py:58(<genexpr>)
        2    0.000    0.000    0.002    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/adapters.py:359(build_response)
        7    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:345(to_key_val_list)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:302(makefile)
        7    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/timeout.py:109(__init__)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:29(_splitparam)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1266(__init__)
        7    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:61(merge_setting)
        9    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/url.py:330(_idna_encode)
        1    0.000    0.000    0.000    0.000 {function socket.close at 0x7aacc5a00c10}
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:678(__new__)
       31    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/url.py:263(_remove_path_dot_segments)
        2    0.000    0.000    0.004    0.002 /usr/lib/python3.10/email/parser.py:41(parse)
        8    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/cookies.py:35(__init__)
       36    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:409(__subclasshook__)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.min}
        3    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1399(_get_spec)
       20    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connection.py:357(<genexpr>)
       26    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        7    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/structures.py:57(__iter__)
        1    0.000    0.000    0.103    0.103 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connection.py:846(_ssl_wrap_socket_and_match_hostname)
       11    0.000    0.000    0.000    0.000 {built-in method builtins.any}
       31    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:244(_verbose_message)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connectionpool.py:175(__init__)
        1    0.000    0.000    0.095    0.095 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/connection.py:27(create_connection)
      3/2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap>:1022(_find_and_load)
        1    0.000    0.000    0.022    0.022 /usr/lib/python3.10/socket.py:938(getaddrinfo)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:99(_intenum_converter)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.10/sre_parse.py:944(parse)
        4    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:838(select_proxy)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:2155(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/idna.py:145(encode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/feedparser.py:139(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:1255(sendall)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1361(add_cookie_header)
       14    0.000    0.000    0.000    0.000 {built-in method time.time}
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/models.py:658(__init__)
        5    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/url.py:301(_normalize_host)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:916(read)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1070(get_data)
        2    0.000    0.000    0.001    0.001 /usr/lib/python3.10/encodings/__init__.py:71(search_function)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/cookies.py:521(cookiejar_from_dict)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:161(__len__)
       30    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.006    0.006 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:457(prepare_request)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:84(_unpack_uint32)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/response.py:40(assert_header_parsing)
       25    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
        6    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:1008(_output)
        3    0.000    0.000    0.331    0.110 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:2013(find_all)
        2    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:864(_raw_read)
        5    0.000    0.000    0.410    0.082 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/models.py:890(content)
      3/2    0.000    0.000    0.003    0.002 <frozen importlib._bootstrap>:664(_load_unlocked)
       24    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.10/sre_parse.py:436(_parse_sub)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:102(__init__)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/queue.py:251(_put)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.10/queue.py:254(_get)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1231(deepvalues)
        7    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/__init__.py:61(lookup)
        8    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:1045(_validate_header_part)
       11    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:140(_path_stat)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:485(_get_literal_prefix)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connectionpool.py:1170(_close_pool_connections)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/models.py:483(prepare_headers)
        6    0.000    0.000    0.001    0.000 /usr/lib/python3.10/email/message.py:588(get_content_maintype)
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/adapters.py:90(_urllib3_request_context)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:220(__init__)
       10    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       26    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/cp1252.py:14(decode)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:1154(__subclasscheck__)
       21    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/timeout.py:130(_validate_timeout)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/_collections.py:141(clear)
        6    0.000    0.000    0.003    0.001 /usr/lib/python3.10/email/feedparser.py:178(_call_parse)
      3/2    0.000    0.000    0.004    0.002 <frozen importlib._bootstrap>:987(_find_and_load_unlocked)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:273(get_text)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:721(spec_from_file_location)
       21    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
        1    0.000    0.000    0.000    0.000 {built-in method today}
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:885(__init__)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:292(<listcomp>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:768(close)
        1    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/models.py:409(prepare_url)
        1    0.000    0.000    0.095    0.095 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connection.py:192(_new_conn)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:139(__exit__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:670(_compile_bytecode)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/socket.py:679(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:728(verify_mode)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/encodings/cp1252.py:1(<module>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/feedparser.py:53(__init__)
       10    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/ssl.py:562(set_alpn_protocols)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:213(get_payload)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:279(helper)
        2    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/_collections.py:240(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:900(quote_from_bytes)
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:250(match)
        1    0.000    0.000    1.752    1.752 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:500(request)
        2    0.000    0.000    0.002    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/adapters.py:446(get_connection_with_tls_context)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:741(_error_catcher)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/cookies.py:358(update)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/enum.py:986(__and__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:564(module_from_spec)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:685(_init_length)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/contextlib.py:130(__enter__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:390(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/urllib/parse.py:418(_splitnetloc)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:514(_parse_content_type_header)
       12    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:134(<genexpr>)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/cookies.py:542(merge_cookies)
        6    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connection.py:163(host)
        4    0.000    0.000    0.004    0.001 /usr/lib/python3.10/email/feedparser.py:173(feed)
        2    0.000    0.000    1.114    0.557 /usr/lib/python3.10/http/client.py:1331(getresponse)
        3    0.000    0.000    0.002    0.001 /usr/lib/python3.10/sre_compile.py:622(_code)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:132(_path_split)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/__init__.py:484(reset)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:287(tell)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/retry.py:202(__init__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/feedparser.py:70(close)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:417(close)
        7    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/_internal_utils.py:25(to_native_string)
       10    0.000    0.000    0.000    0.000 {built-in method builtins.sorted}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:968(send)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:774(get_proxy)
        6    0.000    0.000    0.000    0.000 {built-in method builtins.max}
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:897(__exit__)
        2    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/poolmanager.py:305(connection_from_context)
        1    0.000    0.000    0.002    0.002 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/models.py:351(prepare)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/url.py:100(__new__)
        2    0.000    0.000    0.001    0.001 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/poolmanager.py:276(connection_from_host)
        7    0.000    0.000    0.000    0.000 {built-in method _codecs.charmap_decode}
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:256(get)
       12    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/cookies.py:117(info)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/_collections.py:82(__init__)
       11    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        2    0.000    0.000    0.198    0.099 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connectionpool.py:1085(_validate_conn)
        9    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:893(__enter__)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/adapters.py:202(__init__)
        2    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/adapters.py:546(request_url)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/models.py:85(path_url)
       14    0.000    0.000    0.000    0.000 {method 'find' of 'bytearray' objects}
       16    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connectionpool.py:346(_get_timeout)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/feedparser.py:122(pushlines)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:90(RLock)
        9    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/element.py:387(_last_descendant)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:248(__init__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/logging/__init__.py:1724(isEnabledFor)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:107(get_redirect_target)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/cookies.py:140(get_cookie_header)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/feedparser.py:184(close)
        1    0.000    0.000    0.005    0.005 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:864(resolve_proxies)
        1    0.000    0.000    0.102    0.102 /usr/lib/python3.10/ssl.py:1364(do_handshake)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:447(_simple)
        1    0.000    0.000    1.752    1.752 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/api.py:14(request)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:1029(_send_output)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/typing.py:993(__instancecheck__)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:100(acquire)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1739(clear_expired_cookies)
      3/2    0.000    0.000    0.003    0.001 <frozen importlib._bootstrap_external>:877(exec_module)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:840(items)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/email/message.py:120(__init__)
        1    0.000    0.000    0.001    0.001 /usr/lib/python3.10/shlex.py:1(<module>)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:838(__init__)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:641(release_conn)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_parse.py:225(__init__)
        2    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/poolmanager.py:330(connection_from_pool_key)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:539(get_encoding_from_headers)
        2    0.000    0.000    0.001    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/url.py:349(_encode_target)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/poolmanager.py:199(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.10/sre_compile.py:619(isstring)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.acquire_lock}
       13    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:781(get_adapter)
        2    0.000    0.000    0.001    0.001 {built-in method builtins.__import__}
        8    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/retry.py:242(<genexpr>)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/response.py:450(_init_decoder)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:836(keys)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:71(__init__)
       11    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
       10    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
       15    0.000    0.000    0.000    0.000 {built-in method _imp.release_lock}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/client.py:450(read)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:585(_classify_pyc)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:250(handle_decl)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:198(cb)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.10/threading.py:236(__init__)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connectionpool.py:256(_get_conn)
        1    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/_collections_abc.py:862(__init__)
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:222(handle_entityref)
        5    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:404(parent)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.10/http/cookiejar.py:1758(__iter__)
        1    0.000    0.000    0.003    0.003 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/sessions.py:750(merge_environment_settings)
       13    0.000    0.000    0.000    0.000 {built-in method posix.fspath}
        3    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/url.py:324(<listcomp>)
        4    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:1034(check_header_validity)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/request.py:191(body_to_chunks)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1531(_get_spec)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/util/timeout.py:202(start_connect)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.10/genericpath.py:16(exists)
       11    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.10/html/parser.py:255(parse_html_declaration)
        2    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/requests/utils.py:636(unquote_unreserved)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/bs4/builder/_htmlparser.py:298(__init__)
        1    0.000    0.000    0.000    0.000 /home/varvara/s21/DS_Bootcamp.Day03-1/src/ex00/virtual-env/armondvi/lib/python3.10/site-packages/urllib3/connectionpool.py:1044(_new_conn)
